ufn,sample_id,tissue_type,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5,analyzing_lab,quality_level,sample_comments,quality_log
U4360,DS00373,finclip,L_ADAMS,4,0.93,L_SHUSWAP,4,0.03,FENNELL,2,0.02,PORTAGE_CR,4,0.01,LITTLE,4,0,PBS,Technicianmr,,
U4361,DS00367,finclip,CHILKO,3,0.98,L_ADAMS,4,0.01,L_SHUSWAP,4,0,MIDDLESHUSWAP,4,0,CHILKO-NORTH,3,0,PBS,Technicianmr,,
U4362,DS00384,finclip,CHILKO,3,0.96,LITTLE,4,0.04,SINTA,1,0,DRIFTWOOD,1,0,SANDPOINT,1,0,PBS,Technicianmr,,
U4363,DS00166,finclip,TACHIE,3,0.65,DUST,1,0.2,KUZKWA_CR,3,0.07,L_SHUSWAP,4,0.02,STELLAKO,3,0.02,PBS,Technicianmr,,
U4364,DS00158,finclip,CHILKO,3,0.31,SEYMOUR,2,0.29,L_ADAMS,4,0.18,HORSEFLY,3,0.09,PORTAGE_CR,4,0.06,PBS,Technicianmr,,
U4365,DS00153,finclip,NADINA,2,0.55,STELLAKO,3,0.4,TACHIE,3,0.05,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4366,DS00157,finclip,CHILKO,3,0.84,L_SHUSWAP,4,0.05,L_ADAMS,4,0.04,MIDDLESHUSWAP,4,0.02,QUESNEL_HORSEF,3,0.02,PBS,Technicianmr,,
U4367,JS00439,finclip,SCOTCH,2,0.83,SEYMOUR,2,0.08,LITTLE,4,0.03,L_ADAMS,4,0.02,L_SHUSWAP,4,0.02,PBS,Technicianmr,,
U4368,JS00433,finclip,CHILKO,3,0.34,TACHIE,3,0.16,LITTLE,4,0.15,L_SHUSWAP,4,0.15,KYNOCK,1,0.06,PBS,Technicianmr,,
U4369,DS00162,finclip,CHILKO,3,0.99,PORTAGE_CR,4,0,MITCHELL,3,0,QUESNEL_HORSEF,3,0,LONG_LAKE,15,0,PBS,Technicianmr,,
U4370,DS00154,finclip,CHILKO,3,0.98,L_SHUSWAP,4,0.01,L_ADAMS,4,0,MIDDLESHUSWAP,4,0,TACHIE,3,0,PBS,Technicianmr,,
U4371,DS00177,finclip,L_SHUSWAP,4,0.86,MIDDLESHUSWAP,4,0.12,L_ADAMS,4,0.02,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4372,DS00178,finclip,L_SHUSWAP,4,0.85,MIDDLESHUSWAP,4,0.15,CHILKO,3,0,SEYMOUR,2,0,L_ADAMS,4,0,PBS,Technicianmr,,
U4373,DS00152,finclip,CHILKO,3,1,L_SHUSWAP,4,0,HORSEFLY,3,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4374,DS00164,finclip,CHILKO,3,1,L_SHUSWAP,4,0,EAGLE_L,4,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4375,DS00155,finclip,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4376,DS01233,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4377,DS01236,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4378,DS00767,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4379,DS01232,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4380,DS01234,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4381,JS00856,finclip,CHILKO,3,0.98,L_ADAMS,4,0.01,CHILKO-NORTH,3,0,CHILKO_SOUTH,2,0,MIDDLESHUSWAP,4,0,PBS,Technicianmr,,
U4382,JS00769,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4383,DS00529,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4384,DS00578,finclip,LITTLE,4,0.52,L_ADAMS,4,0.39,MIDDLESHUSWAP,4,0.05,L_SHUSWAP,4,0.04,PORTAGE_CR,4,0,PBS,Technicianmr,,
U4385,DS00576,finclip,L_ADAMS,4,0.69,L_SHUSWAP,4,0.2,LITTLE,4,0.07,MIDDLESHUSWAP,4,0.03,QUESNEL_HORSEF,3,0,PBS,Technicianmr,,
U4386,DS00589,finclip,CHILKO,3,0.98,L_ADAMS,4,0.01,KUZKWA_CR,3,0,TACHIE,3,0,QUESNEL_HORSEF,3,0,PBS,Technicianmr,,
U4387,DS00592,finclip,L_SHUSWAP,4,0.8,LITTLE,4,0.08,L_ADAMS,4,0.07,MIDDLESHUSWAP,4,0.04,SEYMOUR,2,0.01,PBS,Technicianmr,,
U4388,DS00591,finclip,CHILKO,3,1,HORSEFLY,3,0,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4389,DS00588,finclip,L_SHUSWAP,4,0.99,MIDDLESHUSWAP,4,0.01,L_ADAMS,4,0,PORTAGE_CR,4,0,NA,NA,NA,PBS,Technicianmr,,
U4390,JS00772,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4391,DS01252,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4392,DS00358,finclip,LITTLE,4,0.5,L_SHUSWAP,4,0.34,L_ADAMS,4,0.14,PORTAGE_CR,4,0.02,NA,NA,NA,PBS,Technicianmr,,
U4393,DS00983,finclip,MIDDLESHUSWAP,4,0.84,L_SHUSWAP,4,0.16,SEYMOUR,2,0,SCOTCH,2,0,NA,NA,NA,PBS,Technicianmr,,
U4394,DS00982,finclip,HORSEFLY,3,0.45,QUESNEL_DECEPT,3,0.24,QUESNEL_HORSEF,3,0.08,WASKO_CR,3,0.07,L_HORSEFLY,3,0.06,PBS,Technicianmr,,
U4395,DS01238,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4396,JS00403,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4397,JS00405,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4398,JS00404,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4399,JS00406,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4400,DS00762,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4401,DS00765,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4402,DS00770,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4403,JS01542,finclip,NIMPKISH,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4404,DS00780,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4405,DS00776,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4406,DS00777,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4407,DS00783,finclip,L_SHUSWAP,4,0.78,EAGLE_L,4,0.13,L_ADAMS,4,0.08,MIDDLESHUSWAP,4,0,LITTLE,4,0,PBS,Technicianmr,,
U4408,DS00781,finclip,L_SHUSWAP,4,0.68,L_ADAMS,4,0.21,LITTLE,4,0.07,EAGLE_L,4,0.03,MIDDLESHUSWAP,4,0.01,PBS,Technicianmr,,
U4409,JS01375,finclip,L_SHUSWAP,4,0.31,LITTLE,4,0.29,MIDDLESHUSWAP,4,0.13,SEYMOUR,2,0.11,HORSEFLY,3,0.04,PBS,Technicianmr,,
U4411,DS00510,finclip,L_SHUSWAP,4,0.95,L_ADAMS,4,0.04,MIDDLESHUSWAP,4,0,PORTAGE_CR,4,0,HORSEFLY,3,0,PBS,Technicianmr,,
U4412,DS00146,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4413,DS00774,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4414,DS00771,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4415,DS00782,finclip,SCOTCH,2,0.41,L_SHUSWAP,4,0.32,L_ADAMS,4,0.18,LITTLE,4,0.09,SEYMOUR,2,0.01,PBS,Technicianmr,,
U4416,JS01374,finclip,L_SHUSWAP,4,0.61,LITTLE,4,0.21,MIDDLESHUSWAP,4,0.19,L_ADAMS,4,0,NA,NA,NA,PBS,Technicianmr,,
U4417,DS00985,finclip,MITCHELL,3,0.5,QUESNEL_MITCHE,3,0.33,BLUE_LEAD_CK,3,0.1,WASKO_CR,3,0.04,QUESNEL_DECEPT,3,0.02,PBS,Technicianmr,,
U4418,DS00990,finclip,EAGLE_L,4,0.49,CHILKO,3,0.38,CHILKO-NORTH,3,0.08,MIDDLESHUSWAP,4,0.03,QUESNEL_HORSEF,3,0.01,PBS,Technicianmr,,
U4419,DS00987,finclip,CHILKO,3,0.87,CHILKO-NORTH,3,0.11,HORSEFLY,3,0.01,QUESNEL_DECEPT,3,0,MIDDLESHUSWAP,4,0,PBS,Technicianmr,,
U4420,DS00981,finclip,CHILKO,3,0.84,HORSEFLY,3,0.06,CHILKO-NORTH,3,0.06,QUESNEL_DECEPT,3,0.02,WASKO_CR,3,0.01,PBS,Technicianmr,,
U4421,DS01235,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4422,DS01240,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4423,DS01237,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4424,DS01239,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4425,JS00408,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4426,JS00407,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4427,JS00402,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4428,JS00401,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4429,DS00763,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4430,DS00764,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4431,DS00769,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4432,DS00768,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4433,DS00772,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4434,DS00778,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4435,DS00784,finclip,L_SHUSWAP,4,0.76,SCOTCH,2,0.21,L_ADAMS,4,0.02,LITTLE,4,0,SEYMOUR,2,0,PBS,Technicianmr,,
U4436,JS01372,finclip,LITTLE,4,0.74,MIDDLESHUSWAP,4,0.19,L_SHUSWAP,4,0.06,PORTAGE_CR,4,0.01,L_ADAMS,4,0,PBS,Technicianmr,,
U4437,JS01371,finclip,L_SHUSWAP,4,0.53,CHILKO,3,0.46,MIDDLESHUSWAP,4,0,SEYMOUR,2,0,ROARING,3,0,PBS,Technicianmr,,
U4438,DS00625,finclip,L_SHUSWAP,4,0.95,L_ADAMS,4,0.04,MIDDLESHUSWAP,4,0,LITTLE,4,0,SCOTCH,2,0,PBS,Technicianmr,,
U4439,DS00624,finclip,CHILKO,3,0.45,L_ADAMS,4,0.29,L_SHUSWAP,4,0.14,LITTLE,4,0.1,MIDDLESHUSWAP,4,0.01,PBS,Technicianmr,,
U4440,DS00627,finclip,SCOTCH,2,0.76,L_SHUSWAP,4,0.11,L_ADAMS,4,0.04,LITTLE,4,0.03,HORSEFLY,3,0.02,PBS,Technicianmr,,
U4441,DS01231,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4442,JS00409,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4443,DS00761,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4444,DS00766,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4445,JS00855,finclip,MIDDLESHUSWAP,4,0.92,SEYMOUR,2,0.04,L_SHUSWAP,4,0.03,L_ADAMS,4,0.01,SCOTCH,2,0,PBS,Technicianmr,,
U4446,JS00859,finclip,MIDDLESHUSWAP,4,0.77,L_SHUSWAP,4,0.11,L_ADAMS,4,0.1,HUDSON_BAY,1,0.01,SEYMOUR,2,0,PBS,Technicianmr,,
U4447,JS00853,finclip,MIDDLESHUSWAP,4,0.48,L_ADAMS,4,0.33,L_SHUSWAP,4,0.16,QUESNEL_HORSEF,3,0.02,MCKINLEY,3,0.01,PBS,Technicianmr,,
U4448,JS00860,finclip,L_ADAMS,4,0.93,CHILKO,3,0.02,SCOTCH,2,0.02,MIDDLESHUSWAP,4,0.01,L_SHUSWAP,4,0.01,PBS,Technicianmr,,
U4449,JS00854,finclip,MIDDLESHUSWAP,4,0.39,SCOTCH,2,0.29,SEYMOUR,2,0.27,L_ADAMS,4,0.04,L_SHUSWAP,4,0.01,PBS,Technicianmr,,
U4450,JS00852,finclip,CHILKO,3,1,CHILKO-NORTH,3,0,HUDSON_BAY,1,0,MCKINLEY,3,0,NA,NA,NA,PBS,Technicianmr,,
U4451,JS00857,finclip,MITCHELL,3,1,CHILKO,3,0,KANE,17,0,QUESNEL_MITCHE,3,0,ROARING,3,0,PBS,Technicianmr,,
U4452,JS00858,finclip,SCOTCH,2,0.82,SEYMOUR,2,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4453,JS00851,finclip,CHILKO-NORTH,3,0.98,BOWRON,2,0.01,QUESNEL_HORSEF,3,0,CHILKO,3,0,NA,NA,NA,PBS,Technicianmr,,
U4454,JS01544,finclip,WOSS_LAKE,7,0.92,NIMPKISH,7,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4455,JS01541,finclip,QUESNEL_HORSEF,3,0.85,M_HORSEFLY,3,0.08,HORSEFLY,3,0.05,U_HORSEFLY,3,0.02,NA,NA,NA,PBS,Technicianmr,,
U4456,JS01545,finclip,NIMPKISH,7,0.76,WOSS_LAKE,7,0.24,VERNON,7,0.01,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4457,JS01543,finclip,NIMPKISH,7,0.53,WOSS_LAKE,7,0.47,VERNON,7,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4458,DS00773,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4459,DS00775,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4460,DS00779,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4461,JS01376,finclip,L_SHUSWAP,4,0.94,MIDDLESHUSWAP,4,0.02,SEYMOUR,2,0.02,SCOTCH,2,0.01,LITTLE,4,0.01,PBS,Technicianmr,,
U4462,JS01373,finclip,CHILKO,3,0.88,HORSEFLY,3,0.05,CHILKO-NORTH,3,0.03,QUESNEL_HORSEF,3,0.02,LITTLE,4,0.01,PBS,Technicianmr,,
U4463,DS00626,finclip,L_ADAMS,4,0.78,LITTLE,4,0.18,SCOTCH,2,0.01,HORSEFLY,3,0.01,MCKINLEY,3,0,PBS,Technicianmr,,
U4464,DS00629,finclip,L_ADAMS,4,0.67,L_SHUSWAP,4,0.31,SCOTCH,2,0.01,LITTLE,4,0,MIDDLESHUSWAP,4,0,PBS,Technicianmr,,
U4465,DS00623,finclip,WASKO_CR,3,0.27,CHILKO,3,0.2,L_ADAMS,4,0.17,MITCHELL,3,0.12,QUESNEL_MITCHE,3,0.07,PBS,Technicianmr,,
U4466,DS00136,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4467,DS00137,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4468,DS00121,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4469,DS00126,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4470,DS00128,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4471,DS00129,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4472,DS00131,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4473,JS00862,finclip,L_ADAMS,4,0.75,MIDDLESHUSWAP,4,0.1,CHILKO,3,0.07,L_SHUSWAP,4,0.05,QUESNEL_HORSEF,3,0.02,PBS,Technicianmr,,
U4474,JS00869,finclip,MIDDLESHUSWAP,4,0.47,L_SHUSWAP,4,0.38,QUESNEL_HORSEF,3,0.07,L_ADAMS,4,0.06,CHILKO,3,0.02,PBS,Technicianmr,,
U4475,JS00868,finclip,QUESNEL_HORSEF,3,0.71,MCKINLEY,3,0.13,M_HORSEFLY,3,0.06,CHILKO-NORTH,3,0.03,L_ADAMS,4,0.02,PBS,Technicianmr,,
U4476,JS00865,finclip,L_SHUSWAP,4,0.51,MIDDLESHUSWAP,4,0.46,L_ADAMS,4,0.02,LITTLE,4,0,SCOTCH,2,0,PBS,Technicianmr,,
U4477,JS00867,finclip,MITCHELL,3,1,QUESNEL_MITCHE,3,0,BLUE_LEAD_CK,3,0,ROARING,3,0,NA,NA,NA,PBS,Technicianmr,,
U4478,JS00773,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4479,JS00774,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4480,JS00780,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4481,JS00775,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4482,DS00590,finclip,L_SHUSWAP,4,1,MIDDLESHUSWAP,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4483,DS00580,finclip,L_ADAMS,4,0.8,L_SHUSWAP,4,0.11,LITTLE,4,0.07,MIDDLESHUSWAP,4,0.01,SEYMOUR,2,0.01,PBS,Technicianmr,,
U4484,DS00600,finclip,HORSEFLY,3,0.46,U_HORSEFLY,3,0.28,QUESNEL_HORSEF,3,0.23,MCKINLEY,3,0.02,M_HORSEFLY,3,0.01,PBS,Technicianmr,,
U4485,DS00574,finclip,L_ADAMS,4,0.88,LITTLE,4,0.07,MIDDLESHUSWAP,4,0.02,PORTAGE_CR,4,0.02,L_SHUSWAP,4,0.01,PBS,Technicianmr,,
U4486,DS00584,finclip,LITTLE,4,0.89,L_ADAMS,4,0.07,L_SHUSWAP,4,0.03,MIDDLESHUSWAP,4,0,SEYMOUR,2,0,PBS,Technicianmr,,
U4487,DS00581,finclip,SEYMOUR,2,1,EAGLE,2,0,SCOTCH,2,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4488,DS00582,finclip,LITTLE,4,0.43,L_ADAMS,4,0.33,CHILKO,3,0.07,SINTA,1,0.07,L_SHUSWAP,4,0.04,PBS,Technicianmr,,
U4489,DS00621,finclip,L_SHUSWAP,4,1,MIDDLESHUSWAP,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4490,DS00622,finclip,HORSEFLY,3,0.58,L_ADAMS,4,0.29,CHILKO,3,0.09,L_SHUSWAP,4,0.02,PORTAGE_CR,4,0,PBS,Technicianmr,,
U4491,DS00630,finclip,L_SHUSWAP,4,1,MIDDLESHUSWAP,4,0,LITTLE,4,0,L_ADAMS,4,0,NA,NA,NA,PBS,Technicianmr,,
U4492,DS00628,finclip,L_SHUSWAP,4,1,L_ADAMS,4,0,LITTLE,4,0,MIDDLESHUSWAP,4,0,NA,NA,NA,PBS,Technicianmr,,
U4493,DS00526,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4494,DS00524,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4495,DS00525,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4496,DS00522,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4497,DS00521,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4498,DS00503,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4499,DS00504,finclip,L_ADAMS,4,0.54,WASKO_CR,3,0.24,LITTLE,4,0.13,CHILKO,3,0.06,HORSEFLY,3,0.01,PBS,Technicianmr,,
U4500,DS00502,finclip,L_SHUSWAP,4,0.88,L_ADAMS,4,0.07,LITTLE,4,0.04,MIDDLESHUSWAP,4,0.01,SCOTCH,2,0,PBS,Technicianmr,,
U4501,DS00501,finclip,HORSEFLY,3,0.71,WASKO_CR,3,0.15,L_ADAMS,4,0.13,MCKINLEY,3,0.01,L_HORSEFLY,3,0,PBS,Technicianmr,,
U4502,DS00508,finclip,L_SHUSWAP,4,0.49,SCOTCH,2,0.25,L_ADAMS,4,0.22,LITTLE,4,0.04,MIDDLESHUSWAP,4,0,PBS,Technicianmr,,
U4503,DS00506,finclip,L_SHUSWAP,4,0.98,LITTLE,4,0.01,MIDDLESHUSWAP,4,0,L_ADAMS,4,0,NA,NA,NA,PBS,Technicianmr,,
U4504,DS00507,finclip,CHILKO,3,1,L_ADAMS,4,0,STELLAKO,3,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4505,DS00505,finclip,HORSEFLY,3,0.98,MCKINLEY,3,0.01,L_SHUSWAP,4,0,LITTLE,4,0,L_ADAMS,4,0,PBS,Technicianmr,,
U4506,DS00509,finclip,L_SHUSWAP,4,0.67,L_ADAMS,4,0.27,LITTLE,4,0.03,MIDDLESHUSWAP,4,0.01,EAGLE_L,4,0.01,PBS,Technicianmr,,
U4507,DS00147,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4508,DS00123,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4509,DS00133,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4510,DS00132,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4511,DS00124,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4512,JS00863,finclip,MIDDLESHUSWAP,4,0.95,L_SHUSWAP,4,0.03,CHILKO,3,0.01,L_ADAMS,4,0.01,SEYMOUR,2,0,PBS,Technicianmr,,
U4513,DS00141,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4514,DS00122,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4515,DS00125,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4516,DS00134,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4517,DS00135,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4518,DS00130,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4519,DS01051,finclip,FENNELL,2,0.99,CHILKO,3,0,CHILKO_SOUTH,2,0,L_ADAMS,4,0,TACHIE,3,0,PBS,Technicianmr,,
U4520,JS00337,finclip,CHILKO,3,0.8,LITTLE,4,0.12,TACHIE,3,0.04,MCKINLEY,3,0.02,SANDPOINT,1,0.01,PBS,Technicianmr,,
U4521,JS00331,finclip,QUESNEL_HORSEF,3,0.85,U_HORSEFLY,3,0.11,LITTLE,4,0.01,HORSEFLY,3,0.01,MCKINLEY,3,0.01,PBS,Technicianmr,,
U4522,JS00332,finclip,QUESNEL_HORSEF,3,0.75,U_HORSEFLY,3,0.15,HORSEFLY,3,0.06,MCKINLEY,3,0.02,TACHIE,3,0.01,PBS,Technicianmr,,
U4523,JS00334,finclip,LITTLE,4,0.64,L_ADAMS,4,0.18,SCOTCH,2,0.1,HORSEFLY,3,0.02,CHILKO,3,0.01,PBS,Technicianmr,,
U4524,DS01256,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4525,DS01254,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4526,DS00349,finclip,L_SHUSWAP,4,0.96,MIDDLESHUSWAP,4,0.04,LITTLE,4,0,L_ADAMS,4,0,NA,NA,NA,PBS,Technicianmr,,
U4527,DS00353,finclip,SEYMOUR,2,1,SCOTCH,2,0,EAGLE,2,0,L_SHUSWAP,4,0,NA,NA,NA,PBS,Technicianmr,,
U4528,DS00359,finclip,HORSEFLY,3,0.42,U_HORSEFLY,3,0.28,QUESNEL_HORSEF,3,0.21,LITTLE,4,0.04,CHILKO,3,0.02,PBS,Technicianmr,,
U4529,DS00347,finclip,L_SHUSWAP,4,1,MIDDLESHUSWAP,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
