ufn,date_processed,cwt,adipose,weight,standard_length,fork_length,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab,quality_level,quality_flag,quality_log
U3881,2017-03-09,None,Present,12.6,107,112,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3882,2017-03-09,None,Present,8.9,93,98,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3938,2017-03-09,None,Present,29.9,132,140,Date doesnt match group tag,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3939,2017-03-09,None,Present,17.3,115,122,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3940,2017-03-09,None,Present,17.8,109,115,Spleen touched scales on skin,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3941,2017-03-09,None,Present,30.9,130,137,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3942,2017-03-09,None,Present,20.9,121,128,1 broken oto,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3943,2017-03-09,None,Present,26.5,136,143,Kidney touched cool rack,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3944,2017-03-09,None,Present,21.5,123,130,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3945,2017-03-09,None,Present,17.6,114,120,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3946,2017-03-09,None,Present,19.9,116,123,Gill & heart samples from u3947 touched inside walls of tube h5,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3947,2017-03-09,None,Present,22,119,126,Gill & heart samples touched inside walls of tube h5,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3948,2017-03-09,None,Present,16.7,114,121,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3949,2017-03-09,None,Present,19.2,115,121,No fin clip taken,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3822,2017-03-09,None,Present,16.9,118,123,NA,NA,MF,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3823,2017-03-09,None,Present,17.5,122,127,NA,NA,MF,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3865,2017-03-09,None,Present,10.5,98,102,NA,NA,MF,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3866,2017-03-09,None,Present,12.3,105,110,NA,NA,MF,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3867,2017-03-09,None,Present,10.2,100,115,NA,NA,MF,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3885,2017-03-10,None,Present,1.7,59,62,Fish had no scales.,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3886,2017-03-10,None,Present,1.8,56,60,RNA cross-contaminated with u3825,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3950,2017-03-10,None,Present,34.5,144,152,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3951,2017-03-10,None,Present,18.7,113,119,Brain fell in gill tube,Nematode on kidney,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3952,2017-03-10,None,Present,20.9,114,122,NA,Noticeable scale loss on both sides,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3953,2017-03-10,None,Present,19.4,115,121,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3954,2017-03-10,None,Present,17.4,112,118,Kidney touched by sample from u3954,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3955,2017-03-10,None,Present,18.5,113,120,Spleen fell on cool rack. kidney touched sample from u3953.,Four nematodes on/around spleen & intestine,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3701,2017-03-11,None,Present,11.8,106,110,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3702,2017-03-11,None,Present,9.5,99,104,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3956,2017-03-11,None,Present,21.8,118,125,Gill sample touched by u3957,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3957,2017-03-11,None,Present,20.9,116,122,Gill sample touched u3956. outside foreceps handled spleen,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3958,2017-03-11,None,Present,20.8,117,124,NA,Nematode on pyloric caeca,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3959,2017-03-11,None,Present,25.6,125,131,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3995,2017-03-11,None,Present,16.6,112,118,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3996,2017-03-11,None,Present,13.1,107,112,1 broken otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3970,2017-03-12,None,Present,16.2,117,121,"3 fish samples from 2016/05/14 (he-6, he-3, & he-9) had to be discarded because the cool box fell over knocking all 3 samples out into the freezer.",NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3971,2017-03-12,None,Present,20,127,132,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3972,2017-03-12,None,Present,24.5,137,144,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3973,2017-03-12,None,Present,25,135,141,Heart fell into u3974s heart vial (d2),NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3974,2017-03-12,None,Present,17.7,122,127,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3975,2017-03-12,None,Present,10.6,103,108,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3976,2017-03-12,None,Present,13.5,109,114,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3977,2017-03-12,None,Present,17.6,119,125,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3997,2017-03-12,None,Present,11.4,106,111,Liver in spleen tube & vice-versa (swapped vials),NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3998,2017-03-12,None,Present,16.9,119,125,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3999,2017-03-12,None,Present,18.1,117,121,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4000,2017-03-12,None,Present,17.5,115,121,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4001,2017-03-12,None,Present,18.4,120,126,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4002,2017-03-12,None,Present,18.3,118,123,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4003,2017-03-12,None,Present,19.6,118,125,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4004,2017-03-12,None,Present,19.3,122,128,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4005,2017-03-12,None,Present,14.9,112,118,1 broken otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4006,2017-03-12,None,Present,19.1,122,128,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4007,2017-03-13,None,Present,15.2,110,115,Kidney & spleen touched each other,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U4008,2017-03-13,None,Present,20,119,125,1 broken otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4009,2017-03-13,None,Present,13.7,109,114,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4010,2017-03-13,None,Present,25.5,138,144,NA,Yellowish pyloric caeca,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4011,2017-03-13,None,Present,30.5,138,143,1 broken otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4012,2017-03-13,None,Present,35.9,147,151,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4013,2017-03-13,None,Present,26.7,130,136,1 otolith (other broken),NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4014,2017-03-13,None,Present,19.8,122,128,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4015,2017-03-13,None,Present,30.7,139,146,Heart fell on chamois,Tiny spleen,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U4016,2017-03-13,None,Present,16.3,117,124,Brain fell on chamois,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3978,2017-03-13,None,Present,24.4,127,132,No otolith sample. lost RNA samples.,NA,MF,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3979,2017-03-13,None,Present,27.4,129,135,1 otolith. lost RNA samples.,NA,MF,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3980,2017-03-13,None,Present,23.7,130,136,1 broken otolith. lost RNA samples.,NA,MF,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3981,2017-03-13,None,Present,19.3,123,129,Lost RNA samples,NA,MF,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3982,2017-03-13,None,Present,21.2,123,129,Lost RNA samples,NA,MF,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3703,2017-03-14,None,Present,16.7,116,121,DNA taken from kidney,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3704,2017-03-14,None,Present,23.9,126,132,1 broken otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3705,2017-03-14,None,Present,19.8,117,122,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3706,2017-03-14,None,Present,20.2,118,124,Brain fragment from u3705 touched inside of RNA tube.,Nematode on intestine,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3707,2017-03-14,None,Present,18.1,116,122,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3708,2017-03-14,None,Present,10,98,103,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3709,2017-03-14,None,Present,11.3,103,108,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3710,2017-03-14,None,Present,13.8,106,111,Outside foreceps handled liver & heart. only 1 otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3711,2017-03-14,None,Present,10.2,94,99,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3712,2017-03-14,None,Present,12.5,105,116,NA,Nematode on intestine,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3713,2017-03-15,None,Present,16.1,115,120,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3714,2017-03-15,None,Present,28.6,131,138,1 otolith (1 broken & not retrieved),NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3715,2017-03-16,None,Present,19.4,117,122,Spleen fell on chamois,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3716,2017-03-16,None,Present,12.2,100,106,1 otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3717,2017-03-16,None,Present,10.3,100,105,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3718,2017-03-16,None,Present,7.3,92,97,NA,Pale gills,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3719,2017-03-16,None,Present,12.1,101,106,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3720,2017-03-16,None,Present,9.1,95,100,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3883,2017-03-16,None,Present,23,126,132,1 otolith; fish hit floor before dissection,NA,MF,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3884,2017-03-16,None,Present,9.6,100,105,NA,NA,MF,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3721,2017-03-17,None,Present,12,104,109,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3722,2017-03-17,None,Present,3.2,63,67,Scales too small to take individually; smears taken instead. DNA taken from kidney,Tiny fish,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3723,2017-03-17,None,Present,2.8,64,68,Scales too small to take individually; smears taken instead. DNA taken from kidney,Tiny fish,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3724,2017-03-17,None,Present,9.4,96,100,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3725,2017-03-17,None,Present,8.4,90,96,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3726,2017-03-17,None,Present,12.1,102,108,Brain touched cool rack,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3727,2017-03-17,None,Present,7,87,92,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3728,2017-03-17,None,Present,5.8,81,85,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3729,2017-03-17,None,Present,12.3,107,113,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3730,2017-03-17,None,Present,9.1,93,99,1 broken otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3960,2017-03-17,None,Present,42.1,155,162,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3961,2017-03-17,None,Present,34.1,141,149,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3962,2017-03-18,None,Present,33.8,139,144,NA,Nematode on pyloric caeca,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3983,2017-03-18,None,Present,14.5,117,123,Lost RNA samples,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3984,2017-03-18,None,Present,26.7,133,139,Lost RNA samples,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3985,2017-03-18,None,Present,31.8,140,149,1 broken otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3986,2017-03-18,None,Present,26.9,137,145,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3987,2017-03-18,None,Present,16.5,115,121,Brain touched gill tube,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3988,2017-03-18,None,Present,19.6,124,130,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3989,2017-03-18,None,Present,29.8,142,148,Brain slightly thawed,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3990,2017-03-18,None,Present,31.8,140,146,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3991,2017-03-18,None,Present,28.2,139,146,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3992,2017-03-18,None,Present,29.5,137,144,Both otoliths broken (but retrieved),NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3824,2017-03-19,None,Present,12.7,109,114,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3825,2017-03-19,None,Present,8.6,96,101,RNA cross-contaminated with u3886,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3826,2017-03-19,None,Present,10.3,102,106,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3827,2017-03-19,None,Present,11,103,108,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3828,2017-03-19,None,Present,14.2,113,118,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3829,2017-03-19,None,Present,10.4,104,109,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3830,2017-03-19,None,Present,10.8,107,111,Only 1 otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3831,2017-03-19,None,Present,10.7,103,107,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3832,2017-03-19,None,Present,12.2,106,111,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3833,2017-03-19,None,Present,11.7,103,108,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3834,2017-03-19,None,Present,15.3,111,116,Gill from u3835 touched inner wall of tube,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3835,2017-03-19,None,Present,12.6,106,111,Only 1 otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3836,2017-03-19,None,Present,13.6,105,110,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3837,2017-03-19,None,Present,18.1,115,120,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3993,2017-03-19,None,Present,27.3,137,144,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3838,2017-03-20,None,Present,14,103,106,1 broken otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3839,2017-03-20,None,Present,8.6,92,96,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3840,2017-03-20,None,Present,27.2,130,135,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3841,2017-03-20,None,Present,11.4,105,110,Kidney sample taken closer to vent; slightly thawed,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3842,2017-03-20,None,Present,10.5,97,102,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3843,2017-03-20,None,Present,2.4,62,66,Only 1 otolith. too small to take scale smear,No scales,JG,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3844,2017-03-20,None,Present,7.8,91,95,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3845,2017-03-20,None,Present,3.6,72,76,Too small to take scale smear,No scales,JG,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3846,2017-03-20,None,Present,1.6,49,52,Fish fell on lab stool seat. too small to take scale smear,No scales,JG,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3847,2017-03-20,None,Present,4.2,72,76,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3848,2017-03-20,None,Present,7.3,88,92,Stomach missing; no sample taken,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3887,2017-03-20,None,Present,13.5,100,106,Fish hit floor before dissecting,NA,MF,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3888,2017-03-20,None,Present,13.4,113,116,NA,NA,MF,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3889,2017-03-20,None,Present,13.3,110,114,NA,NA,MF,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3890,2017-03-20,None,Present,5.7,87,91,NA,NA,MF,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3891,2017-03-20,None,Present,5.1,82,86,NA,NA,MF,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U4020,2017-06-14,None,Present,27.7,133,139,NA,NA,CVJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U4021,2017-06-15,None,Present,22.2,131,136,NA,NA,CVJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,NA
U4022,2017-06-15,None,Present,25.1,133,139,NA,NA,CVJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,NA
U4017,2017-06-16,None,Present,25.4,127,133,NA,NA,CVJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,NA
U4018,2017-06-16,None,Present,23.7,132,137,NA,NA,CVJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,NA
U4019,2017-06-16,None,Present,26.8,132,138,NA,NA,CVJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,NA
U4023,2017-06-22,None,Present,28.3,138,143,Broken otoliths,NA,CVJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,NA
U4024,2017-06-22,None,Present,24.1,128,134,NA,NA,CVJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U4025,2017-06-29,None,Present,21.7,129,135,NA,NA,CVJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U4026,2017-06-29,None,Present,NA,116,121,Forgot to weigh,NA,CVJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,NA
U4201,2017-08-23,None,Present,6.6,88,93,NA,NA,BJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U4202,2017-08-23,None,Present,4.3,74,78,Lost both otoliths,NA,BJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,NA
U4203,2017-08-23,None,Present,5.3,83,86,NA,NA,BJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,NA
U4204,2017-08-23,None,Present,5.6,84,89,No stomach taken,NA,BJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,NA
U4225,2017-08-23,None,Present,3.3,69,74,NA,NA,CVJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U4226,2017-08-23,None,Present,4.5,78,83,NA,NA,CVJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U4227,2017-08-23,None,Present,5.4,87,92,NA,Large lesion on dorsal side near caudal peduncal. looked almost like a bite.,CVJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U4228,2017-08-23,None,Present,5.4,84,88,NA,NA,CVJ,full_1,lab_motiles_cryo,lab_motiles,Technicianmr,NA,NA
